id,review_text,cleaned_text
1448,"Instant Crush от Mancera - безупречный выбор для тех, кто ценит стойкие и выразительные ароматы. Цитрусовая свежесть в старте плавно переходит в цветочное сердце, а база создаёт тёплый и обволакивающий шлейф",instant crush mancera безупречный выбор ценит стойкие выразительные ароматы цитрусовая свежесть старте плавно переходит цветочное сердце база создаёт тёплый обволакивающий шлейф
1449,"Очень классный аромат. Заказываю не в первый раз! Стойкость отличная. Сладкий, специевый. Очень красивый",классный аромат заказываю первый раз стойкость отличная сладкий специевый красивый
1450,"Яркий, прекрасный аромат . Брала вслепую по отзывам и не ошиблась. Стойкость и шлейф отличный, к затесту рекомендую.",яркий прекрасный аромат брала вслепую отзывам ошиблась стойкость шлейф отличный затесту рекомендую
1451,"Мне аромат понравился такой необычный интересный, приятный,а так как это парфюмированная вода то ещё и стойкость прекрасная, рекомендую",аромат понравился необычный интересный приятный парфюмированная вода стойкость прекрасная рекомендую
1452,"Апероль, апельсины.аромат не очень громкий, но сильно шлейфит и очень вкусно раскрывается, даря ощущение радости. Очень круто поднимает настроение. Буду брать 8 мл, а потом, возможно, флакон",апероль апельсины аромат громкий сильно шлейфит вкусно раскрывается даря ощущение радости круто поднимает настроение брать 8 мл флакон
1453,"Давно искал аромат который передавал бы ощущение лета круглый год и наконец нашёл его. Never-Ending Summer это именно то о чём я мечтал, свежий, тёплый, немного солнечный и абсолютно неотразимый. Раскрывается постепенно и каждый раз удивляет новыми гранями. Шлейф держится весь день, нежный но заметный. Окружающие постоянно оборачиваются и спрашивают что это за аромат. Margiela в очередной раз доказали что являются мастерами своего дела.",искал аромат передавал ощущение лета круглый год нашёл never ending summer мечтал свежий тёплый солнечный абсолютно неотразимый раскрывается постепенно раз удивляет новыми гранями шлейф держится день нежный заметный окружающие постоянно оборачиваются спрашивают аромат margiela очередной раз доказали являются мастерами дела
1454,"Искрящаяся аперолька, есть небольшая пряность, но в целом, аромат нетяжелый, радостный, комфортный.. С апельсиновыми нотками",искрящаяся аперолька небольшая пряность целом аромат нетяжелый радостный комфортный апельсиновыми нотками
1455,"Очень сочный цитрусовый аромат. Брала несколько раз отливанты в самом маленьком размере, теперь взяла 8 мл, в будущем надеюсь взять и флакон. Аромат ощущаю как глоток свежего воздуха с взрывов цитрусовых на старте. Полюбила его безумно!",сочный цитрусовый аромат брала раз отливанты маленьком размере взяла 8 мл будущем надеюсь взять флакон аромат ощущаю глоток свежего воздуха взрывов цитрусовых старте полюбила безумно
1456,"Яркие пряные цитрусы. Вкусно! Хорошая стойкость. Я люблю свежие цитрусовые ароматы, была уверена, что этот зайдёт.",яркие пряные цитрусы вкусно хорошая стойкость люблю свежие цитрусовые ароматы уверена зайдёт
1457,"Аромат про лёгкость, солнце и то самое чувство беззаботных дней. В нём есть свежесть апероля, лёгкая горчинка апельсиновой цедры и немного сладости. Абсолютно не навязчивый",аромат лёгкость солнце чувство беззаботных дней свежесть апероля лёгкая горчинка апельсиновой цедры сладости абсолютно навязчивый
1458,"Вкуснейший цитрусовый вромат. Спелые апельсины,цедра, немного газировки. Взяла бы в будущем целый флакон, уж очень классный летний аромат",вкуснейший цитрусовый вромат спелые апельсины цедра газировки взяла будущем целый флакон классный летний аромат
1459,"Апельсинчик! Искристый и радостный! Насчет апероля не уверена, но в целом отдаленно похож) взяла 8мл, не пожалела)",апельсинчик искристый радостный апероля уверена целом отдаленно похож взяла 8мл пожалела
1460,"Это шикарно. Самый вкусный и самый звонкий. Оглушающий. Опять же, как в случае с дождем - почему так назвали?)",шикарно вкусный звонкий оглушающий случае дождем назвали
1461,"Я обожаю апероль и подобные коктейли, и композиция, на мой взгляд, отлично передает это настроение: лето, жара, вечер, вечеринка на открытом воздухе, в руках запотевший холодный бокал коктейля, долька апельсина, звук льда в бокале. Когда нельзя алкоголь, то хоть так))) Очень понравился, думаю офлаконить))",обожаю апероль коктейли композиция взгляд отлично передает настроение лето жара вечер вечеринка открытом воздухе руках запотевший холодный бокал коктейля долька апельсина звук льда бокале алкоголь понравился думаю офлаконить
1462,"Приятный и красивый аромат, ревень подчеркнул этот аромат и запах в пробнике, мой мужчина заценил данный аромат)",приятный красивый аромат ревень подчеркнул аромат запах пробнике мужчина заценил аромат
1463,Это моя любовь! На мне пахнет кокосовой мякотью с горьковатым оттенком-что не даёт аромату стать гурманским.,любовь пахнет кокосовой мякотью горьковатым оттенком даёт аромату гурманским
1464,"Я люблю это направление сладких трав, есть похожий аромат в коллекции, стойкость убийственная, на лето любимое",люблю направление сладких трав похожий аромат коллекции стойкость убийственная лето любимое
1465,"то яркий, сложный и провокационный аромат, сочетающий фруктовую сочность с дымными и пряными акцентами. В начале явно ощущаются спелые фрукты, манго, персик, ревень с их насыщенной сладостью и лёгкой кислинкой. Постепенно раскрываются ноты кофе, кардамона и ветивера, добавляя глубины и терпкости. В шлейфе угадывается амбра, придающая композиции теплоту и бархатистость.",яркий сложный провокационный аромат сочетающий фруктовую сочность дымными пряными акцентами ощущаются спелые фрукты манго персик ревень насыщенной сладостью лёгкой кислинкой постепенно раскрываются ноты кофе кардамона ветивера добавляя глубины терпкости шлейфе угадывается амбра придающая композиции теплоту бархатистость
1466,"Притягательный сладкий аромат. Чувствуется сочный манго, ревень. Какая то наркотическая притягательность, гипнотизирует будто) один из моих фаворитов! Теперь хочется большой флакон!",притягательный сладкий аромат чувствуется сочный манго ревень наркотическая притягательность гипнотизирует фаворитов хочется большой флакон
1467,"Один раз взяла наугад и не прогадала, теперь моя любовь, переодически заказываю его, здорово, что здесь можно купить миниатюру и вот так познакомится сначала с ароматом и определиться после",раз взяла наугад прогадала любовь переодически заказываю здорово купить миниатюру познакомится ароматом определиться
1468,"яркий, шлейфовый и интересный аромат повторяю его уже который раз, подходит на прохладную погоду стойкий, но не приедающийся",яркий шлейфовый интересный аромат повторяю раз подходит прохладную погоду стойкий приедающийся
1469,"Vertus Narcos'is в аромат влюбилась сразу, восточно-фруктовая ароматическая композиция меня покорила. Теперь мечтаю о полном размере. К покупке рекомендую. Шлейф стойкий.",vertus narcos is аромат влюбилась восточно фруктовая ароматическая композиция покорила мечтаю полном размере покупке рекомендую шлейф стойкий
1470,"Первый раз познакомилась с мини-версией этого аромата зимой. Любовь произошла с первого пшика, горьковато-сладкий аромат, в зимнюю пору он мягко обволакивает тело. Но еще большее удивление произошло, когда вновь начала им пользоваться летом: запах больше уходит в кофе и сладко-кисловатый манго, причем больше в манго (отлично раскрывается на теплой коже).",первый раз познакомилась мини версией аромата зимой любовь произошла первого пшика горьковато сладкий аромат зимнюю пору мягко обволакивает тело большее удивление произошло пользоваться летом запах уходит кофе сладко кисловатый манго манго отлично раскрывается теплой коже
1471,"Очень необычный аромат, нетривиальный, запоминающийся. Четко слышу ревень с кардамоном и тропические фрукты, такие как в совиньон блан(новая Зеландия), он меня прям зацепил, возьму 8, думаю на весну будет прекрасно",необычный аромат нетривиальный запоминающийся четко слышу ревень кардамоном тропические фрукты совиньон блан новая зеландия зацепил возьму 8 думаю весну прекрасно
1472,"Идеальный баланс цены и качества! Аромат нежный, ненавязчивый, держится весь день. Получил много комплиментов.",идеальный баланс цены качества аромат нежный ненавязчивый держится день получил комплиментов
1473,"самые любимые духи. довольно резкий бергамот, но он не раздражает, хотя от многих ароматов у меня мигрень. ношу круглогодично",самые любимые духи резкий бергамот раздражает многих ароматов мигрень ношу круглогодично
1474,"Подходит на всесезон, у меня ассоциируется с разливным солнцем на морском берегу и скошенной травой, обожаю!",подходит всесезон ассоциируется разливным солнцем морском берегу скошенной травой обожаю
1475,"Он пахнет прелыми яблоками, когда собираешь урожай с яблонь, а с земли, нагретой солнцем, поднимаются всевозможные ароматы листьев, полежавших плодов и грунта. На мужчине играет совершенно по-другому, на женщине - звучит более спокойно. Интересный аромат, который давно уже в категории любимых и строгих.",пахнет прелыми яблоками собираешь урожай яблонь земли нагретой солнцем поднимаются всевозможные ароматы листьев полежавших плодов грунта мужчине играет совершенно другому женщине звучит спокойно интересный аромат категории любимых строгих
1476,"очень люблю их, заказываю не первый раз, кожа и бергамот просто потрясающие, и на коже и на волосах, также чувствую цитрусовые)",люблю заказываю первый раз кожа бергамот потрясающие коже волосах чувствую цитрусовые
1477,"название говорит само за себя) лучше и не придумаешь, именно так для меня пахнет осень, игра в шахматы, шерстяной пиджак, что-то такое уютное и приятно, что хочется вдыхать, точно ощущаю цитрусы, буду заказывать всегда, люблю этот аромат)",название говорит лучше придумаешь пахнет осень игра шахматы шерстяной пиджак уютное приятно хочется вдыхать ощущаю цитрусы заказывать люблю аромат
1478,"бергамот,смешанный с кожей и амброй, что-то невероятное, приятное, обволакивающее, беру не первый раз, всегда восторг)спасибо рандеву",бергамот смешанный кожей амброй невероятное приятное обволакивающее беру первый раз восторг спасибо рандеву
1479,"самый парфюм, унисекс,больше в мужскую сторону, вызывает большое кол-во комплиментов, остается надолго на волосах и коже, рекомендую очеень)",парфюм унисекс мужскую сторону вызывает большое кол комплиментов остается надолго волосах коже рекомендую очеень
1480,"Здравствуйте! Заказала на пробу 8 мл. флакончик моих любимых Morning chess. Благодарю - это именно тот аромат, который ждала. Восторг!)",здравствуйте заказала пробу 8 мл флакончик любимых morning chess благодарю аромат ждала восторг
1481,"Одни из самых любимых духов. Пахнет летним садом, травой с росой и приятным деревом. Отличный аромат на осень",любимых духов пахнет летним садом травой росой приятным деревом отличный аромат осень
1482,"При распылении, первые минуты очень ярко слышна нота личи, она сладкая, кисленькая и сочная, следом идёт молодая розочка-кустовая и пионы, свежий, цветочный аромат сказка, сама женственность.",распылении первые минуты ярко слышна нота личи сладкая кисленькая сочная следом идёт молодая розочка кустовая пионы свежий цветочный аромат сказка женственность
1483,"У меня нет слов!Легкий,шлейфовый,остается до следующего дня!После этого аромата-нет головных болей!!!!Особенно у кого мигрени.Рекомендую.",слов легкий шлейфовый остается следующего дня аромата головных болей мигрени рекомендую
1484,"Люблю этот аромат, особенно зимой для меня он звучит звенящей свежестью. А в тепле время более сладкий, очень приятный. Держится долго на коже и одежде, многие спрашивают что за аромат такой приятный. На Рандеву купила впервые, сервис работают на отлично! Все четко, курьерская доставка быстрая и недорогая. Отдельное спасибо за подарочки, буду заказывать еще.",люблю аромат зимой звучит звенящей свежестью тепле время сладкий приятный держится коже одежде спрашивают аромат приятный рандеву купила впервые сервис работают отлично четко курьерская доставка быстрая недорогая отдельное спасибо подарочки заказывать
1485,"Любимая версия Делины из всех трёх ароматов этой серии. Она нежнее, легче, роза в ней юная, звонкая, аромат не душный, комплиментарный.",любимая версия делины трёх ароматов серии нежнее легче роза юная звонкая аромат душный комплиментарный
1486,"Самая благородная, нежная и изысканная роза именно в этом парфюме. Отлично дополняет её груша и личи. Аромат-легенда, с которого я нашла свою нишу парфюмерии",благородная нежная изысканная роза парфюме отлично дополняет груша личи аромат легенда нашла нишу парфюмерии
1487,"Очень красивый по истине женственный и весенний аромат, понравился шлейф, однозначно аромат на теплый период времени",красивый истине женственный весенний аромат понравился шлейф однозначно аромат теплый период времени
1488,"Это лучшая роза, которую я слышала в парфюме. Насыщенный букет. Высокий уровень стойкости. Эстетичный флакон. Цена полностью соответствует качеству.",лучшая роза слышала парфюме насыщенный букет высокий уровень стойкости эстетичный флакон цена полностью соответствует качеству
1489,"Делина Ла Розе - это любовь! Пахнет нежной розой в капельках воды и спелым личи. Она гораздо легче классической версии, не душит и звучит очень акварельно. Стойкость супер, а шлейф просто волшебный. комплиментарный аромат!",делина ла розе любовь пахнет нежной розой капельках воды спелым личи легче классической версии душит звучит акварельно стойкость супер шлейф волшебный комплиментарный аромат
1490,"Очень красивый аромат. Более мягкий, чем просто Делина. Роза мягкая, свеженькая, но парфюм очень стойкий)",красивый аромат мягкий делина роза мягкая свеженькая парфюм стойкий
1491,"Невероятно женственный аромат, шлейф фруктовый и в нем мягкая фруктовая молодая роза..... ммммм.... очень вкусно, но не тихо))))) и при этом аромат не душит.",невероятно женственный аромат шлейф фруктовый мягкая фруктовая молодая роза ммммм вкусно тихо аромат душит
1492,"Аромат великолепный. Для меня холодная, морозная чистота с ландышем. Такой притягательный, что хочется просто дышать им.",аромат великолепный холодная морозная чистота ландышем притягательный хочется дышать
1493,"Самый красивый ландыш с медом и нежной пудровой розой! Это так красиво и нежно, что им хочется дышать бесконечно. 1 пшик и будешь пахнуть неделю при этом.",красивый ландыш медом нежной пудровой розой красиво нежно хочется дышать бесконечно 1 пшик пахнуть неделю
1494,"Яркий , взрывной аромат , очередной шедевр от Квентин Биш, хорошо раскрывается в холодную погоду , очень стойкий",яркий взрывной аромат очередной шедевр квентин биш раскрывается холодную погоду стойкий
1495,"Замечательный чистый аромат. Как после душа. Красивый мыльный ландыш, которым я не могу надышаться. Хочу полноразмер приобрести!!",замечательный чистый аромат душа красивый мыльный ландыш надышаться полноразмер приобрести
1496,"Это моя любимка! Заметный, резкий и яркий унисекс. Аромат морозный, пробирающий до костей. Мне безумно нравится",любимка заметный резкий яркий унисекс аромат морозный пробирающий костей безумно нравится
1497,"Какой же он многогранный! Звенящие белые цветы, сладость лимонада и леденцов, ладан и горящая свеча это все одновременно чувствуется)))Очень стойкий и шлейфовый.",многогранный звенящие белые цветы сладость лимонада леденцов ладан горящая свеча одновременно чувствуется стойкий шлейфовый
1498,Красота воздушного облака.Цветочный кокон сопровождаются тебя в течении дня.Красиво.Подумаю о полном флаконе.,красота воздушного облака цветочный кокон сопровождаются течении дня красиво подумаю полном флаконе
1499,"Шикарный, дорогой аромат, стойкость неимоверная! Хочется полноразмерный флакон в будущем. Нравятся ароматы этого бренда.",шикарный дорогой аромат стойкость неимоверная хочется полноразмерный флакон будущем нравятся ароматы бренда
1500,"Насыщенный аромат,статусный ,такой серьёзный. С удовольствием пользуюсь им,планирую купить флакон. Мне нравиться.",насыщенный аромат статусный серьёзный удовольствием пользуюсь планирую купить флакон нравиться
1501,"Это любовь с первого вдоха, свежайший звенящий ландыш и кристальный ладан, чистота и прозрачность, на морозе супер шлейф",любовь первого вдоха свежайший звенящий ландыш кристальный ладан чистота прозрачность морозе супер шлейф
1502,Цветочный яркий приятный аромат приправленный корицей и еще какими-то приятными специями. Очень стойкий.,цветочный яркий приятный аромат приправленный корицей приятными специями стойкий
1503,"Гурманская композиция, в которой сливочный мёд и корица соединяются с тягучей ванилью, создавая пряный, роскошный шлейф. Стойкий и громкий.",гурманская композиция сливочный мёд корица соединяются тягучей ванилью создавая пряный роскошный шлейф стойкий громкий
1504,"Прекрасный, очень нежный и деликатный женственный парфюм. Дорогая и непрямолинейная гурманика. Благодарю Рандеву за такую возможность знакомиться с ароматами.",прекрасный нежный деликатный женственный парфюм дорогая непрямолинейная гурманика благодарю рандеву возможность знакомиться ароматами
1505,"Amouage Love Delight - завораживающий аромат с тёплыми нотами корицы, имбиря и цитрусов, цветочным сердцем (роза, жасмин) и обволакивающей базой из какао и ванили. Стойкий, с приятным шлейфом. Идеален для прохладных вечеров. Роскошь и уют в одном флаконе!",amouage love delight завораживающий аромат тёплыми нотами корицы имбиря цитрусов цветочным сердцем роза жасмин обволакивающей базой какао ванили стойкий приятным шлейфом идеален прохладных вечеров роскошь уют флаконе
1506,"Ох,какой аромат, стойкий, шлейфовый, комплиментарный,двух распланировать достаточно и вы будете ловить шлейф целый день, просто супер, рекомендую к затесту.",аромат стойкий шлейфовый комплиментарный двух распланировать достаточно ловить шлейф целый день супер рекомендую затесту
1507,"Очень стойкие, шлейфовые, достаточно один раз нанести чтобы сразу вся комната заполнилась запахом. Спрашивают часто что за парфюм",стойкие шлейфовые достаточно раз нанести комната заполнилась запахом спрашивают парфюм
1508,"Заказала в слепую! Просто услышала на работе! Это нереально! Невероятный аромат! Он не душный, он роскошный!",заказала слепую услышала работе нереально невероятный аромат душный роскошный
1509,"Аромат яркий, очень шлейфовый, пахнет долго, на одежде несколько дней. Чувствуется ром, но это сделано качественно и вкусно.",аромат яркий шлейфовый пахнет одежде дней чувствуется ром сделано качественно вкусно
1510,"Просто влюбилась в этот аромат. Обволакивающий и теплый. Не резкий. Если понравится в использовании, закажу полноразмерную версию.Очень быстрая доставка. Большое спасибо за пробники.",влюбилась аромат обволакивающий теплый резкий понравится использовании закажу полноразмерную версию быстрая доставка большое спасибо пробники
1511,"Орехово-кокосовый, молочный, даже немного пудровый. Держится и шлейфит часов 6. Утончённый гурманский аромат с аккордами ванили, пряностей и мягкой древесной базы. Он звучит как изысканный десерт: нежный, чувственный и притягательный. Создаёт ауру женственности и лёгкого соблазна, оставляя за собой тёплый, запоминающийся шлейф.",орехово кокосовый молочный пудровый держится шлейфит часов 6 утончённый гурманский аромат аккордами ванили пряностей мягкой древесной базы звучит изысканный десерт нежный чувственный притягательный создаёт ауру женственности лёгкого соблазна оставляя тёплый запоминающийся шлейф
1512,"Сразу попал в мои фавориты. Сладкий, но не банальный: как чай с молоком. Хочется пробовать и пробовать. Золотые блестки есть даже в пробнике, выглядит очаровательно.",попал фавориты сладкий банальный чай молоком хочется пробовать пробовать золотые блестки пробнике выглядит очаровательно
1513,"Моя любовь! Заказала полный размер после 1,5 мл. Очень необычный ,вкусный ни на ,что не похожий.. стойкость только не очень и шлейфа нет,а вообще это тот аромат которым хочется дышать самому...и ни с кем не делиться",любовь заказала полный размер 1 5 мл необычный вкусный ни похожий стойкость шлейфа аромат хочется дышать ни делиться
1514,"Аромат понравился, мягкий, гурманский, шелковистый. Чувствую чай, много мадленок, ваниль. Очень стойкий!",аромат понравился мягкий гурманский шелковистый чувствую чай мадленок ваниль стойкий
1515,"Ну какое роскошество! Крепкий, пряный чай с молоком и нотами костра...обволакивет и растворяет в сладкой неге. Рекомендую...",какое роскошество крепкий пряный чай молоком нотами костра обволакивет растворяет сладкой неге рекомендую
1516,"Blue Madeleine это уют в чистом виде. Аромат начинается с нежного чая с бергамотом и медовых нот, а затем мягко окутывает сливочной ванилью и сандалом. Очень спокойный, обволакивающий и теплый словно плед и любимая книга дождливым вечером. Идеальный унисекс для уюта в любой сезон.",blue madeleine уют чистом виде аромат начинается нежного чая бергамотом медовых нот мягко окутывает сливочной ванилью сандалом спокойный обволакивающий теплый словно плед любимая книга дождливым вечером идеальный унисекс уюта сезон
1517,"Сначала, я его не поняла, а потом, каааак поняла! Какой он красивый для меня в тепле, этот чай, эта молочность, какая-то специевость, ммммм! Просто восторг!",поняла каааак поняла красивый тепле чай молочность специевость ммммм восторг
1518,"Очень понравилось: как будто нюхаешь апельсиновое печенье с цукатами, в базе приятная ванильная сладость.",понравилось нюхаешь апельсиновое печенье цукатами базе приятная ванильная сладость
1519,"Хороший, немного подкопченый чай. Приятный, шлейфовый, сидит долго и не раздражает, хочется носить его",хороший подкопченый чай приятный шлейфовый сидит раздражает хочется носить
1520,"Какой красавчик! Чай с молоком и специями! Но не так прост как кажется. Переливчатый, то молочный и нежный, то напористый и специевый. Все его грани прекрасны и интересны! Хочет разгадывать его, решать его ребусы, угадывать загадки с каждым вдохом!",красавчик чай молоком специями прост переливчатый молочный нежный напористый специевый грани прекрасны интересны хочет разгадывать решать ребусы угадывать загадки каждым вдохом
1521,"Претендент на полный флакон! Чай с молоком, какой же он всесезонный и при этом благородный, целая чайная церемония. Для меня более феминный товарищ, на мужчине с трудом представляю",претендент полный флакон чай молоком всесезонный благородный целая чайная церемония феминный товарищ мужчине трудом представляю
1522,"Очень достойный унисекс. Верхние нот сочный ананас, хвоя, ягоды можжевельника, немного цитрусов . Это очень яркий, насыщенный свежак с wow-эффектом, который вряд ли оставит равнодушным . База мускус, древесные ноты и совсем чуть-чуть ванили, которая даёт лёгкую пудровость, но не делает аромат сладким . Стойкость отличная, шлейф умеренный",достойный унисекс верхние нот сочный ананас хвоя ягоды можжевельника цитрусов яркий насыщенный свежак wow эффектом оставит равнодушным база мускус древесные ноты ванили даёт лёгкую пудровость делает аромат сладким стойкость отличная шлейф умеренный
1523,"GENTLE FLUIDITY SILVER это элегантный унисекс-аромат, который идеально балансирует свежесть и мужественность. Верхние ноты мускуса и амбры сразу дарят ощущение чистоты и воздушности, как утренний бриз над океаном. Сердце раскрывается нежными цветочными акцентами с легкой сладостью, переходя в теплый, древесный шлейф с нотами соли и ванили стойкий, но не навязчивый. На мне держится 8 - 10 часов, шлейф умеренный, привлекает комплименты. Идеален для офиса, свиданий или спорта универсален для любого сезона. Бутылка стильная, распылитель удобный. За такую утонченность 5 из 5! Рекомендую ценителям минималистичных, но запоминающихся ароматов",gentle fluidity silver элегантный унисекс аромат идеально балансирует свежесть мужественность верхние ноты мускуса амбры дарят ощущение чистоты воздушности утренний бриз океаном сердце раскрывается нежными цветочными акцентами легкой сладостью переходя теплый древесный шлейф нотами соли ванили стойкий навязчивый держится 8 10 часов шлейф умеренный привлекает комплименты идеален офиса свиданий спорта универсален сезона бутылка стильная распылитель удобный утонченность 5 5 рекомендую ценителям минималистичных запоминающихся ароматов
1524,"Сначала из-за бергамота сильно напоминает Morning Chess вильгельмовский, но вообще этот богаче и глубже, можжевельничек прекрасен, и ваниль не приторная в базе, шикарный!",бергамота сильно напоминает morning chess вильгельмовский богаче глубже можжевельничек прекрасен ваниль приторная базе шикарный
1525,"Наконец-то приобрел этот легендарный GFS! Очень доволен покупкой: аромат действительно универсальный - работает и в офисе, и на свидании. Раскрывается интересно: вначале чувствуется прохладный можжевельник, а к вечеру база становится очень уютной, мускусно-амбровой. Стойкость отличная, на мне держится больше 8 часов.",приобрел легендарный gfs доволен покупкой аромат универсальный работает офисе свидании раскрывается интересно чувствуется прохладный можжевельник вечеру база становится уютной мускусно амбровой стойкость отличная держится 8 часов
